namedLocation,domainID,siteID,plotType,sampleID,lmaSampleID,lmaSampleCondition,scanDate,scannedBy,cfc_LMA_freshWeight,cfc_LMA_dryWeight,weighedBy,scannedLeafNumber,leafArea,percentGreen,leafMassPerArea,dryMassFraction,measuredBy,cfc_lignin_dryWeight,ligninPercent,cellulosePercent,nlcdClass,geodeticDatum,decimalLatitude,decimalLongitude,coordinateUncertainty,elevation,elevationUncertainty,samplingProtocolVersion,subplotID,sampleType,samplingMethod,vstTag,tagID,individualID,taxonID,scientificName,plantStatus,clipCellNumber,clipID,clipLength,clipWidth,percentCoverClip,subsample1Height,subsample2Height,subsample3Height,collectedBy,recordedBy,cfc_elements_dryWeight,digestVolume,foliarPhosphorusConc,foliarPotassiumConc,foliarCalciumConc,foliarMagnesiumConc,foliarSulfurConc,foliarManganeseConc,foliarIronConc,foliarCopperConc,foliarBoronConc,foliarZincConc,extractionStartDate,extractionLength,cfc_chlorophyll_freshWeight,solventVolume,extractChlAConc,extractChlBConc,extractCarotConc,relativeAccuracyScale,handlingQF,archiveSampleID,processedBy,nitrogenPercent,carbonPercent,CNratio,cnPercentQF,percentAccuracyQF,instrument
ORNL_008.basePlot.cfc,D07,ORNL,distributed,vOIarzMvGliqMbQvpYpQYWdxE+5uHt8YjgaRl+yE8YA=,vOIarzMvGliqMbQvpYpQYWdxE+5uHt8Y3MIohA8F7y0=,OK,2017-06-08T16:28:00Z,cAMnPe2IGlgiVRcJZXRLOWg7s1vzvr1PiVXcYdMqxYU=,2.064,1.741,W+a35C/f5OeEFcA0E/vzcw1iit76HEIMhVdqeL6jdEY=,5,21893.5,95,79.5,0.844,r06MDBPxfayB7LqY7uL+NgRmLXQ/kzw+W2LWlW0d8tk=,0.474,11.9,16.95,deciduousForest,WGS84,35.932762,-84.332542,20.3,322.5,0.44,NEON.DOC.001024vD,40,Woody individual,line launcher,Y,01158,NEON.PLA.D07.ORNL.01158,QUAL,Quercus alba L.,Live,NA,NA,NA,NA,NA,23.3,NA,NA,o8zDrSGfNRHXTwkNXPAdRAjPrJVp6LTtS+vSpO9tqxI=,xvXXx2Yfvlgbr4WjL8siVejDyLo38hAGJ4Ae5VMHZ/o=,0.102,25,0.111,0.718,0.432,0.144,0.082,2016.4,55.5,6.7,17.9,9.1,2017-06-21,48,0.0723,20,5.16,1.37,1.46,B,0,vOIarzMvGliqMbQvpYpQYWdxE+5uHt8YFoVDpNISW54=,o8zDrSGfNRHXTwkNXPAdRAjPrJVp6LTtS+vSpO9tqxI=,1.76,48.07,27.2,0,NA,Costech 4010 Elemental Analyzer with Costech Zero Blank Autosampler plus Thermo Finnigan Delta Plus XP with Finnigan Conflo III Interface
ORNL_008.basePlot.cfc,D07,ORNL,distributed,vOIarzMvGlgVh3zv/lSuIjrwCQvsfUmDWrp9RyrEnok=,vOIarzMvGlgVh3zv/lSuIjrwCQvsfUmDWkN1VOM9mZ8=,OK,2017-06-08T16:33:00Z,cAMnPe2IGlgiVRcJZXRLOWg7s1vzvr1PiVXcYdMqxYU=,1.599,1.481,W+a35C/f5OeEFcA0E/vzcw1iit76HEIMhVdqeL6jdEY=,4,20037.4,95,73.9,0.926,r06MDBPxfayB7LqY7uL+NgRmLXQ/kzw+W2LWlW0d8tk=,0.472,12.76,14.64,deciduousForest,WGS84,35.932762,-84.332542,20.3,322.5,0.44,NEON.DOC.001024vD,41,Woody individual,line launcher,Y,01198,NEON.PLA.D07.ORNL.01198,ACRU,Acer rubrum L.,Live,NA,NA,NA,NA,NA,17,NA,NA,o8zDrSGfNRHXTwkNXPAdRAjPrJVp6LTtS+vSpO9tqxI=,xvXXx2Yfvlgbr4WjL8siVejDyLo38hAGJ4Ae5VMHZ/o=,0.103,25,0.119,0.734,0.39,0.158,0.093,1295.4,85.3,7.2,18.8,26.2,2017-06-21,48,0.0817,20,7.32,2.18,2.1,B,0,vOIarzMvGlgVh3zv/lSuIjrwCQvsfUmDg59OTfCFxXI=,o8zDrSGfNRHXTwkNXPAdRAjPrJVp6LTtS+vSpO9tqxI=,2.13,48.88,23,0,NA,Costech 4010 Elemental Analyzer with Costech Zero Blank Autosampler plus Thermo Finnigan Delta Plus XP with Finnigan Conflo III Interface
ORNL_008.basePlot.cfc,D07,ORNL,distributed,vOIarzMvGljGGYBt1c0XnJMuIn+DLfaCf9lHpfUtlkg=,vOIarzMvGljGGYBt1c0XnJMuIn+DLfaCi4AO8WsgCRE=,invalid fresh mass,2017-06-08T16:37:00Z,cAMnPe2IGlgiVRcJZXRLOWg7s1vzvr1PiVXcYdMqxYU=,NA,1.132,W+a35C/f5OeEFcA0E/vzcw1iit76HEIMhVdqeL6jdEY=,4,23264.6,90,48.7,NA,r06MDBPxfayB7LqY7uL+NgRmLXQ/kzw+W2LWlW0d8tk=,0.507,20.43,22.28,deciduousForest,WGS84,35.932762,-84.332542,20.3,322.5,0.44,NEON.DOC.001024vD,41,Woody individual,line launcher,Y,01181,NEON.PLA.D07.ORNL.01181,LITU,Liriodendron tulipifera L.,"Live, insect damaged",NA,NA,NA,NA,NA,19.8,NA,NA,o8zDrSGfNRHXTwkNXPAdRAjPrJVp6LTtS+vSpO9tqxI=,xvXXx2Yfvlgbr4WjL8siVejDyLo38hAGJ4Ae5VMHZ/o=,0.102,25,0.147,2.137,0.615,0.286,0.122,626.3,55.5,11.6,26.9,10.9,2017-06-21,48,0.082,20,9.83,2.83,2.47,B,0,vOIarzMvGljGGYBt1c0XnJMuIn+DLfaCzTIRbw1iGig=,o8zDrSGfNRHXTwkNXPAdRAjPrJVp6LTtS+vSpO9tqxI=,2.34,47.94,20.5,0,NA,Costech 4010 Elemental Analyzer with Costech Zero Blank Autosampler plus Thermo Finnigan Delta Plus XP with Finnigan Conflo III Interface
ORNL_007.basePlot.cfc,D07,ORNL,distributed,vOIarzMvGlhGRCWNBhhlUndOR4++kjo/RByppRh4nc8=,vOIarzMvGlhGRCWNBhhlUndOR4++kjo/C/FuKIjz4Fk=,OK,2017-06-08T16:15:00Z,cAMnPe2IGlgiVRcJZXRLOWg7s1vzvr1PiVXcYdMqxYU=,2.256,1.67,W+a35C/f5OeEFcA0E/vzcw1iit76HEIMhVdqeL6jdEY=,8,18819.2,95,88.7,0.74,r06MDBPxfayB7LqY7uL+NgRmLXQ/kzw+W2LWlW0d8tk=,0.51,13.14,12.98,deciduousForest,WGS84,35.92537,-84.329757,20.1,268.4,0.15,NEON.DOC.001024vD,32,Woody individual,line launcher,Y,02487,NEON.PLA.D07.ORNL.02487,ACRU,Acer rubrum L.,Live,NA,NA,NA,NA,NA,22.9,15.6,NA,o8zDrSGfNRHXTwkNXPAdRAjPrJVp6LTtS+vSpO9tqxI=,xvXXx2Yfvlgbr4WjL8siVejDyLo38hAGJ4Ae5VMHZ/o=,0.101,25,0.128,0.927,0.638,0.183,0.086,701,56.9,5.1,21.6,27.1,2017-06-21,48,0.0883,20,6.75,1.93,2.12,B,0,vOIarzMvGlhGRCWNBhhlUndOR4++kjo/HZQ2V0gCGfo=,o8zDrSGfNRHXTwkNXPAdRAjPrJVp6LTtS+vSpO9tqxI=,1.7,48.28,28.4,0,NA,Costech 4010 Elemental Analyzer with Costech Zero Blank Autosampler plus Thermo Finnigan Delta Plus XP with Finnigan Conflo III Interface
ORNL_007.basePlot.cfc,D07,ORNL,distributed,vOIarzMvGlhGRCWNBhhlUndOR4++kjo/RByppRh4nc8=,vOIarzMvGlhGRCWNBhhlUndOR4++kjo/C/FuKIjz4Fk=,OK,2017-06-08T16:15:00Z,cAMnPe2IGlgiVRcJZXRLOWg7s1vzvr1PiVXcYdMqxYU=,2.256,1.67,W+a35C/f5OeEFcA0E/vzcw1iit76HEIMhVdqeL6jdEY=,8,18819.2,95,88.7,0.74,r06MDBPxfayB7LqY7uL+NgRmLXQ/kzw+W2LWlW0d8tk=,0.51,13.14,12.98,deciduousForest,WGS84,35.92537,-84.329757,20.1,268.4,0.15,NEON.DOC.001024vD,32,Woody individual,line launcher,Y,02487,NEON.PLA.D07.ORNL.02487,ACRU,Acer rubrum L.,Live,NA,NA,NA,NA,NA,22.9,15.6,NA,o8zDrSGfNRHXTwkNXPAdRAjPrJVp6LTtS+vSpO9tqxI=,xvXXx2Yfvlgbr4WjL8siVejDyLo38hAGJ4Ae5VMHZ/o=,0.102,25,0.128,0.971,0.619,0.182,0.085,739.2,58.2,5.4,22.3,28.6,2017-06-21,48,0.0883,20,6.75,1.93,2.12,B,0,vOIarzMvGlhGRCWNBhhlUndOR4++kjo/HZQ2V0gCGfo=,o8zDrSGfNRHXTwkNXPAdRAjPrJVp6LTtS+vSpO9tqxI=,1.7,48.28,28.4,0,NA,Costech 4010 Elemental Analyzer with Costech Zero Blank Autosampler plus Thermo Finnigan Delta Plus XP with Finnigan Conflo III Interface
ORNL_007.basePlot.cfc,D07,ORNL,distributed,vOIarzMvGlgGYsjowt2fihK2TlKWC6gxYSqtpOQgn5E=,vOIarzMvGlgGYsjowt2fihK2TlKWC6gxMU1m1+sv10k=,OK,2017-06-08T16:19:00Z,cAMnPe2IGlgiVRcJZXRLOWg7s1vzvr1PiVXcYdMqxYU=,0.309,0.255,W+a35C/f5OeEFcA0E/vzcw1iit76HEIMhVdqeL6jdEY=,22,1429.2,95,178.6,0.826,r06MDBPxfayB7LqY7uL+NgRmLXQ/kzw+W2LWlW0d8tk=,0.51,20.52,15.21,deciduousForest,WGS84,35.92537,-84.329757,20.1,268.4,0.15,NEON.DOC.001024vD,32,Woody individual,line launcher,Y,02493,NEON.PLA.D07.ORNL.02493,JUVI,Juniperus virginiana L.,Live,NA,NA,NA,NA,NA,12.7,NA,NA,o8zDrSGfNRHXTwkNXPAdRAjPrJVp6LTtS+vSpO9tqxI=,xvXXx2Yfvlgbr4WjL8siVejDyLo38hAGJ4Ae5VMHZ/o=,0.102,25,0.115,0.782,1.487,0.233,0.077,851,76.1,3,18.6,10.1,2017-06-21,48,0.0993,20,4.28,1.37,1.31,B,0,vOIarzMvGlgGYsjowt2fihK2TlKWC6gxuR1sZUt717Q=,o8zDrSGfNRHXTwkNXPAdRAjPrJVp6LTtS+vSpO9tqxI=,1.18,48.61,41.1,0,NA,Costech 4010 Elemental Analyzer with Costech Zero Blank Autosampler plus Thermo Finnigan Delta Plus XP with Finnigan Conflo III Interface
ORNL_007.basePlot.cfc,D07,ORNL,distributed,vOIarzMvGlg04p2XhkcV4ubzj+23LgYTQ51SpDwliJE=,vOIarzMvGlg04p2XhkcV4ubzj+23LgYTnJyumP7hlLw=,OK,2017-06-08T16:33:00Z,cAMnPe2IGlgiVRcJZXRLOWg7s1vzvr1PiVXcYdMqxYU=,4.95,2.266,W+a35C/f5OeEFcA0E/vzcw1iit76HEIMhVdqeL6jdEY=,2,22853.2,95,99.1,0.458,r06MDBPxfayB7LqY7uL+NgRmLXQ/kzw+W2LWlW0d8tk=,0.482,17.25,20.25,deciduousForest,WGS84,35.92537,-84.329757,20.1,268.4,0.15,NEON.DOC.001024vD,32,Woody individual,line launcher,Y,02477,NEON.PLA.D07.ORNL.02477,LITU,Liriodendron tulipifera L.,Live,NA,NA,NA,NA,NA,14.8,NA,NA,o8zDrSGfNRHXTwkNXPAdRAjPrJVp6LTtS+vSpO9tqxI=,xvXXx2Yfvlgbr4WjL8siVejDyLo38hAGJ4Ae5VMHZ/o=,0.102,25,0.14,1.492,1.135,0.183,0.101,191.4,61,7.9,15.1,14.1,2017-06-21,48,0.0828,20,7.96,2.03,2.49,B,0,vOIarzMvGlg04p2XhkcV4ubzj+23LgYTtJeEzqcu/lc=,o8zDrSGfNRHXTwkNXPAdRAjPrJVp6LTtS+vSpO9tqxI=,1.81,47.48,26.2,0,NA,Costech 4010 Elemental Analyzer with Costech Zero Blank Autosampler plus Thermo Finnigan Delta Plus XP with Finnigan Conflo III Interface
ORNL_043.basePlot.cfc,D07,ORNL,tower,vOIarzMvGliaklg0KdNYHhYvHmy1htez+MX+VsYoX0w=,vOIarzMvGliaklg0KdNYHhYvHmy1htezVJSnnM9KobMjRPgYN70NpA==,OK,2017-06-08T17:09:00Z,cAMnPe2IGlgiVRcJZXRLOWg7s1vzvr1PiVXcYdMqxYU=,2.867,2.171,W+a35C/f5OeEFcA0E/vzcw1iit76HEIMhVdqeL6jdEY=,5,22505.1,95,96.5,0.757,r06MDBPxfayB7LqY7uL+NgRmLXQ/kzw+W2LWlW0d8tk=,0.525,22.05,18.25,deciduousForest,WGS84,35.963923,-84.287231,20.1,322.5,0.22,NEON.DOC.001024vD,23,Woody individual,line launcher,Y,08006Z,NEON.PLA.D07.ORNL.08006Z,QUMO4,Quercus montana Willd.,Live,NA,NA,NA,NA,NA,20.4,NA,NA,o8zDrSGfNRHXTwkNXPAdRAjPrJVp6LTtS+vSpO9tqxI=,xvXXx2Yfvlgbr4WjL8siVejDyLo38hAGJ4Ae5VMHZ/o=,0.102,25,0.098,0.974,0.414,0.142,0.088,2679.7,46.9,5.1,24.7,8.7,2017-06-21,48,0.077,20,8.4,2.07,2.05,B,0,vOIarzMvGliaklg0KdNYHhYvHmy1htezQajUZvF4nWs=,o8zDrSGfNRHXTwkNXPAdRAjPrJVp6LTtS+vSpO9tqxI=,1.78,48.99,27.6,0,NA,Costech 4010 Elemental Analyzer with Costech Zero Blank Autosampler plus Thermo Finnigan Delta Plus XP with Finnigan Conflo III Interface
ORNL_049.basePlot.cfc,D07,ORNL,tower,vOIarzMvGlggtSAtpZokAazdbIV1gXuSaipiyRxuVpk=,vOIarzMvGlggtSAtpZokAazdbIV1gXuSXJ5c9/Y3J9k=,invalid fresh mass,2017-06-08T15:57:00Z,cAMnPe2IGlgiVRcJZXRLOWg7s1vzvr1PiVXcYdMqxYU=,NA,1.068,W+a35C/f5OeEFcA0E/vzcw1iit76HEIMhVdqeL6jdEY=,2,17521.8,95,61,NA,r06MDBPxfayB7LqY7uL+NgRmLXQ/kzw+W2LWlW0d8tk=,0.486,18.36,20.37,deciduousForest,WGS84,35.964793,-84.278889,20.2,316.8,0.39,NEON.DOC.001024vD,21,Woody individual,line launcher,Y,04041,NEON.PLA.D07.ORNL.04041,LITU,Liriodendron tulipifera L.,"Live, insect damaged",NA,NA,NA,NA,NA,10.9,13.7,NA,o8zDrSGfNRHXTwkNXPAdRAjPrJVp6LTtS+vSpO9tqxI=,xvXXx2Yfvlgbr4WjL8siVejDyLo38hAGJ4Ae5VMHZ/o=,0.101,25,0.146,1.669,0.908,0.345,0.121,415.1,80.3,12.5,24.8,15.1,2017-07-06,48,0.0553,20,3.58,1,1.06,B,1,vOIarzMvGlggtSAtpZokAazdbIV1gXuSMU6HbHkWlAA=,o8zDrSGfNRHXTwkNXPAdRAjPrJVp6LTtS+vSpO9tqxI=,2.58,47.51,18.5,0,NA,Costech 4010 Elemental Analyzer with Costech Zero Blank Autosampler plus Thermo Finnigan Delta Plus XP with Finnigan Conflo III Interface
ORNL_049.basePlot.cfc,D07,ORNL,tower,vOIarzMvGlgA+4h+hI6kSYY7FX/QKGOy3ZD6elNJ5DA=,vOIarzMvGlgA+4h+hI6kSYY7FX/QKGOynqZc/PgF46U=,OK,2017-06-08T16:04:00Z,cAMnPe2IGlgiVRcJZXRLOWg7s1vzvr1PiVXcYdMqxYU=,1.884,1.493,W+a35C/f5OeEFcA0E/vzcw1iit76HEIMhVdqeL6jdEY=,3,23905.2,95,62.4,0.792,r06MDBPxfayB7LqY7uL+NgRmLXQ/kzw+W2LWlW0d8tk=,0.467,22.48,16.52,deciduousForest,WGS84,35.964793,-84.278889,20.2,316.8,0.39,NEON.DOC.001024vD,21,Woody individual,line launcher,Y,04093,NEON.PLA.D07.ORNL.04093,QURU,Quercus rubra L.,Live,NA,NA,NA,NA,NA,10.9,NA,NA,o8zDrSGfNRHXTwkNXPAdRAjPrJVp6LTtS+vSpO9tqxI=,xvXXx2Yfvlgbr4WjL8siVejDyLo38hAGJ4Ae5VMHZ/o=,0.102,25,0.113,0.869,0.491,0.329,0.075,980.6,203,4.8,26.3,16.5,2017-06-21,48,0.0732,20,7.04,2.28,1.64,B,0,vOIarzMvGlgA+4h+hI6kSYY7FX/QKGOyp1jrjzx0ysg=,o8zDrSGfNRHXTwkNXPAdRAjPrJVp6LTtS+vSpO9tqxI=,1.74,48.05,27.6,0,NA,Costech 4010 Elemental Analyzer with Costech Zero Blank Autosampler plus Thermo Finnigan Delta Plus XP with Finnigan Conflo III Interface
ORNL_049.basePlot.cfc,D07,ORNL,tower,vOIarzMvGlgxc1J/YgiHbyg39cAsBSa2S/DZ1N1BBeM=,vOIarzMvGlgxc1J/YgiHbyg39cAsBSa2w4K2DnA6TjY=,OK,2017-06-08T16:09:00Z,cAMnPe2IGlgiVRcJZXRLOWg7s1vzvr1PiVXcYdMqxYU=,3.744,2.163,W+a35C/f5OeEFcA0E/vzcw1iit76HEIMhVdqeL6jdEY=,7,25783,95,83.9,0.578,r06MDBPxfayB7LqY7uL+NgRmLXQ/kzw+W2LWlW0d8tk=,0.453,7.61,13.19,deciduousForest,WGS84,35.964793,-84.278889,20.2,316.8,0.39,NEON.DOC.001024vD,21,Woody individual,line launcher,Y,04078,NEON.PLA.D07.ORNL.04078,NYSY,Nyssa sylvatica Marshall,Live,NA,NA,NA,NA,NA,12.4,NA,NA,o8zDrSGfNRHXTwkNXPAdRAjPrJVp6LTtS+vSpO9tqxI=,xvXXx2Yfvlgbr4WjL8siVejDyLo38hAGJ4Ae5VMHZ/o=,0.102,25,0.113,1.015,0.428,0.403,0.098,963.9,83.4,4.4,27.4,8.8,2017-06-21,48,0.0781,20,4.66,1.48,1.21,B,0,vOIarzMvGlgxc1J/YgiHbyg39cAsBSa21dBQlTbHBEI=,o8zDrSGfNRHXTwkNXPAdRAjPrJVp6LTtS+vSpO9tqxI=,1.8,46.74,26,0,NA,Costech 4010 Elemental Analyzer with Costech Zero Blank Autosampler plus Thermo Finnigan Delta Plus XP with Finnigan Conflo III Interface
ORNL_043.basePlot.cfc,D07,ORNL,tower,vOIarzMvGljqcaHti5RX4MbD/aC8cxeX0y7VDTdttVI=,vOIarzMvGljqcaHti5RX4MbD/aC8cxeXZxvnmBBW0KY=,invalid fresh mass,2017-06-08T17:03:00Z,cAMnPe2IGlgiVRcJZXRLOWg7s1vzvr1PiVXcYdMqxYU=,NA,2.075,W+a35C/f5OeEFcA0E/vzcw1iit76HEIMhVdqeL6jdEY=,3,19399.8,95,107,NA,r06MDBPxfayB7LqY7uL+NgRmLXQ/kzw+W2LWlW0d8tk=,0.497,24.29,18.76,deciduousForest,WGS84,35.963923,-84.287231,20.1,322.5,0.22,NEON.DOC.001024vD,41,Woody individual,line launcher,Y,00655,NEON.PLA.D07.ORNL.00655,QURU,Quercus rubra L.,Live,NA,NA,NA,NA,NA,25,NA,NA,o8zDrSGfNRHXTwkNXPAdRAjPrJVp6LTtS+vSpO9tqxI=,xvXXx2Yfvlgbr4WjL8siVejDyLo38hAGJ4Ae5VMHZ/o=,0.102,25,0.114,1.038,0.425,0.184,0.085,2552.1,57.2,6.6,35.7,15.5,2017-07-06,48,0.07,20,6.54,1.65,1.66,B,1,vOIarzMvGljqcaHti5RX4MbD/aC8cxeXMlru7wqmK5c=,o8zDrSGfNRHXTwkNXPAdRAjPrJVp6LTtS+vSpO9tqxI=,2.1,48.54,23.1,0,NA,Costech 4010 Elemental Analyzer with Costech Zero Blank Autosampler plus Thermo Finnigan Delta Plus XP with Finnigan Conflo III Interface
ORNL_043.basePlot.cfc,D07,ORNL,tower,vOIarzMvGljqcaHti5RX4MbD/aC8cxeX0y7VDTdttVI=,vOIarzMvGljqcaHti5RX4MbD/aC8cxeXZxvnmBBW0KY=,invalid fresh mass,2017-06-08T17:03:00Z,cAMnPe2IGlgiVRcJZXRLOWg7s1vzvr1PiVXcYdMqxYU=,NA,2.075,W+a35C/f5OeEFcA0E/vzcw1iit76HEIMhVdqeL6jdEY=,3,19399.8,95,107,NA,r06MDBPxfayB7LqY7uL+NgRmLXQ/kzw+W2LWlW0d8tk=,0.497,24.29,18.76,deciduousForest,WGS84,35.963923,-84.287231,20.1,322.5,0.22,NEON.DOC.001024vD,41,Woody individual,line launcher,Y,00655,NEON.PLA.D07.ORNL.00655,QURU,Quercus rubra L.,Live,NA,NA,NA,NA,NA,25,NA,NA,o8zDrSGfNRHXTwkNXPAdRAjPrJVp6LTtS+vSpO9tqxI=,xvXXx2Yfvlgbr4WjL8siVejDyLo38hAGJ4Ae5VMHZ/o=,0.101,25,0.12,0.969,0.447,0.176,0.089,2735.5,61,7.2,37.5,19,2017-07-06,48,0.07,20,6.54,1.65,1.66,B,1,vOIarzMvGljqcaHti5RX4MbD/aC8cxeXMlru7wqmK5c=,o8zDrSGfNRHXTwkNXPAdRAjPrJVp6LTtS+vSpO9tqxI=,2.1,48.54,23.1,0,NA,Costech 4010 Elemental Analyzer with Costech Zero Blank Autosampler plus Thermo Finnigan Delta Plus XP with Finnigan Conflo III Interface
ORNL_053.basePlot.cfc,D07,ORNL,tower,vOIarzMvGli/jyfR0JsN+CRGHbHCa4khccNCOHiqvak=,vOIarzMvGli/jyfR0JsN+CRGHbHCa4khnzSnCPW4UKs=,OK,2017-06-08T15:37:00Z,o8zDrSGfNRHXTwkNXPAdRAjPrJVp6LTtS+vSpO9tqxI=,4.107,1.982,W+a35C/f5OeEFcA0E/vzcw1iit76HEIMhVdqeL6jdEY=,3,20724,95,95.6,0.482,r06MDBPxfayB7LqY7uL+NgRmLXQ/kzw+W2LWlW0d8tk=,0.467,28.88,14.12,deciduousForest,WGS84,35.965253,-84.286857,20.2,316.6,0.3,NEON.DOC.001024vD,41,Woody individual,line launcher,Y,09396,NEON.PLA.D07.ORNL.09396,QURU,Quercus rubra L.,Live,NA,NA,NA,NA,NA,27,NA,NA,o8zDrSGfNRHXTwkNXPAdRAjPrJVp6LTtS+vSpO9tqxI=,xvXXx2Yfvlgbr4WjL8siVejDyLo38hAGJ4Ae5VMHZ/o=,0.102,25,0.119,1.105,0.399,0.231,0.095,2499.1,58.5,5.6,31.3,18.5,2017-06-21,48,0.0745,20,7.22,2.03,1.65,B,0,vOIarzMvGli/jyfR0JsN+CRGHbHCa4khB0ZiOxHvmcc=,o8zDrSGfNRHXTwkNXPAdRAjPrJVp6LTtS+vSpO9tqxI=,2.18,49.69,22.8,0,NA,Costech 4010 Elemental Analyzer with Costech Zero Blank Autosampler plus Thermo Finnigan Delta Plus XP with Finnigan Conflo III Interface
ORNL_053.basePlot.cfc,D07,ORNL,tower,vOIarzMvGlgUL6X8nUTHVzoVORji2FLFYo34UlxWR9w=,vOIarzMvGlgUL6X8nUTHVzoVORji2FLFJon7Ozg5TQ9rNkhJ8Vh/fA==,OK,2017-06-08T15:44:00Z,o8zDrSGfNRHXTwkNXPAdRAjPrJVp6LTtS+vSpO9tqxI=,3.094,1.586,W+a35C/f5OeEFcA0E/vzcw1iit76HEIMhVdqeL6jdEY=,3,18680.7,95,84.9,0.513,r06MDBPxfayB7LqY7uL+NgRmLXQ/kzw+W2LWlW0d8tk=,0.506,19.91,16.32,deciduousForest,WGS84,35.965253,-84.286857,20.2,316.6,0.3,NEON.DOC.001024vD,41,Woody individual,line launcher,Y,09388,NEON.PLA.D07.ORNL.09388,LIST2,Liquidambar styraciflua L.,Live,NA,NA,NA,NA,NA,21.6,NA,NA,o8zDrSGfNRHXTwkNXPAdRAjPrJVp6LTtS+vSpO9tqxI=,xvXXx2Yfvlgbr4WjL8siVejDyLo38hAGJ4Ae5VMHZ/o=,0.102,25,0.122,0.836,0.677,0.327,0.093,2482.2,56.2,7.3,19.8,40.7,2017-06-21,48,0.0884,20,3.63,0.8,1.02,B,0,vOIarzMvGlgUL6X8nUTHVzoVORji2FLFMJd8oj1Rpjg=,o8zDrSGfNRHXTwkNXPAdRAjPrJVp6LTtS+vSpO9tqxI=,1.56,47.61,30.5,0,NA,Costech 4010 Elemental Analyzer with Costech Zero Blank Autosampler plus Thermo Finnigan Delta Plus XP with Finnigan Conflo III Interface
ORNL_053.basePlot.cfc,D07,ORNL,tower,vOIarzMvGliqgT8LShYclzhzbztLvcGmiYyWpzEv+Vs=,vOIarzMvGliqgT8LShYclzhzbztLvcGmn+kxEXdih6A=,OK,2017-06-08T15:50:00Z,o8zDrSGfNRHXTwkNXPAdRAjPrJVp6LTtS+vSpO9tqxI=,4.403,1.657,W+a35C/f5OeEFcA0E/vzcw1iit76HEIMhVdqeL6jdEY=,5,23035,90,71.9,0.376,r06MDBPxfayB7LqY7uL+NgRmLXQ/kzw+W2LWlW0d8tk=,0.487,16.63,14.67,deciduousForest,WGS84,35.965253,-84.286857,20.2,316.6,0.3,NEON.DOC.001024vD,41,Woody individual,NA,Y,09278,NEON.PLA.D07.ORNL.09278,LITU,Liriodendron tulipifera L.,"Live, insect damaged",NA,NA,NA,NA,NA,26.7,NA,NA,o8zDrSGfNRHXTwkNXPAdRAjPrJVp6LTtS+vSpO9tqxI=,xvXXx2Yfvlgbr4WjL8siVejDyLo38hAGJ4Ae5VMHZ/o=,0.102,25,0.173,1.592,0.506,0.231,0.118,874.3,94,9.9,26.3,11.9,2017-06-21,48,0.072,20,9.67,2.75,2.39,B,0,vOIarzMvGliqgT8LShYclzhzbztLvcGmNoYm+WSgRv4=,o8zDrSGfNRHXTwkNXPAdRAjPrJVp6LTtS+vSpO9tqxI=,2.48,48.82,19.7,0,NA,Costech 4010 Elemental Analyzer with Costech Zero Blank Autosampler plus Thermo Finnigan Delta Plus XP with Finnigan Conflo III Interface
ORNL_043.basePlot.cfc,D07,ORNL,tower,vOIarzMvGliaklg0KdNYHoMZLjy5/S73MbiMx4xHshA=,vOIarzMvGliaklg0KdNYHoMZLjy5/S73qQ5CPNn004STKOFaul5UGg==,OK,2017-06-08T17:13:00Z,cAMnPe2IGlgiVRcJZXRLOWg7s1vzvr1PiVXcYdMqxYU=,4.085,2.322,W+a35C/f5OeEFcA0E/vzcw1iit76HEIMhVdqeL6jdEY=,6,20842.1,95,111.4,0.568,r06MDBPxfayB7LqY7uL+NgRmLXQ/kzw+W2LWlW0d8tk=,0.47,14.72,16.51,deciduousForest,WGS84,35.963923,-84.287231,20.1,322.5,0.22,NEON.DOC.001024vD,21,Woody individual,line launcher,Y,08005Z,NEON.PLA.D07.ORNL.08005Z,QUMO4,Quercus montana Willd.,Live,NA,NA,NA,NA,NA,22,NA,NA,o8zDrSGfNRHXTwkNXPAdRAjPrJVp6LTtS+vSpO9tqxI=,xvXXx2Yfvlgbr4WjL8siVejDyLo38hAGJ4Ae5VMHZ/o=,0.103,25,0.105,0.852,0.424,0.182,0.076,2100,42.5,5.5,23.4,7.8,2017-06-21,48,0.075,20,5.99,1.34,1.74,B,0,vOIarzMvGliaklg0KdNYHoMZLjy5/S73J9i15Cvy/Jg=,o8zDrSGfNRHXTwkNXPAdRAjPrJVp6LTtS+vSpO9tqxI=,1.89,48.57,25.7,0,NA,Costech 4010 Elemental Analyzer with Costech Zero Blank Autosampler plus Thermo Finnigan Delta Plus XP with Finnigan Conflo III Interface
