namedLocation,domainID,siteID,plotType,sampleID,lmaSampleID,lmaSampleCondition,scanDate,scannedBy,cfc_LMA_freshWeight,cfc_LMA_dryWeight,weighedBy,scannedLeafNumber,leafArea,percentGreen,leafMassPerArea,dryMassFraction,measuredBy,cfc_lignin_dryWeight,ligninPercent,cellulosePercent,nlcdClass,geodeticDatum,decimalLatitude,decimalLongitude,coordinateUncertainty,elevation,elevationUncertainty,samplingProtocolVersion,subplotID,sampleType,samplingMethod,vstTag,tagID,individualID,taxonID,scientificName,plantStatus,clipCellNumber,clipID,clipLength,clipWidth,percentCoverClip,subsample1Height,subsample2Height,subsample3Height,collectedBy,recordedBy,cfc_elements_dryWeight,digestVolume,foliarPhosphorusConc,foliarPotassiumConc,foliarCalciumConc,foliarMagnesiumConc,foliarSulfurConc,foliarManganeseConc,foliarIronConc,foliarCopperConc,foliarBoronConc,foliarZincConc,extractionStartDate,extractionLength,cfc_chlorophyll_freshWeight,solventVolume,extractChlAConc,extractChlBConc,extractCarotConc,relativeAccuracyScale,handlingQF,archiveSampleID,processedBy,nitrogenPercent,carbonPercent,CNratio,cnPercentQF,percentAccuracyQF,instrument,eventID,plotID,nestedSubplotID,pointID,stemDistance,stemAzimuth,cfcOnlyTag,supportingStemIndividualID,previouslyTaggedAs,utmZone,easting,northing,UTM_E,UTM_N
STEI_008.basePlot.cfc,D05,STEI,distributed,VIe0/2w3fNcUGzVrPfqiD8/f4TEvV8as4BcvO/EM4Rg=,VIe0/2w3fNcUGzVrPfqiD8/f4TEvV8asLe6V0vjpBkY=,OK,2017-08-25T16:53:00Z,B/1XguR/VIn+6poxXX6Fz9l/Lnuan5x0zOrM56XsTCc=,0.49,0.217,TqNVw/GwaChqDe0SR3st7SXWHAH9HI08FKoQe5Cl8Nc=,75,1453.9,100,149.1,0.442,NA,0.54,22.24,14.05,mixedForest,WGS84,45.802507,-90.06211,20.2,499.7,0.47,NEON.DOC.001024vD,41,Woody individual,line launcher,Y,05383,NEON.PLA.D05.STEI.05383,ABBA,Abies balsamea (L.) Mill.,Live,NA,NA,NA,NA,NA,11.9,NA,NA,UuiIeI4+6a4w2V3xx4xXIBtOUNDpdb+M,B/1XguR/VIn+6poxXX6Fz9l/Lnuan5x0zOrM56XsTCc=,0.103,50,0.162,0.58,0.821,0.105,0.083,1880,78.3,8.7,22,93.8,2017-08-31,48,0.066,20,4,1.17,0.77,C,0,VIe0/2w3fNcUGzVrPfqiD8/f4TEvV8aszZAm4WF9xOQ=,e8YTCXLDUqNdK10piSzvVM3XifcaHACRWaKbzAmIUYo=,1.56,52.43,33.5,0,0,Costech 4010 Elemental Analyzer with Costech Zero Blank Autosampler plus Thermo Finnigan Delta Plus XP with Finnigan Conflo III Interface,vst_STEI_2015,STEI_008,NA,41,9.8,267.3,N,NA,NA,16N,262054.62,5076665.77,262044.83087922537,5076665.308356782
STEI_059.basePlot.cfc,D05,STEI,tower,VIe0/2w3fNebL06shWhPji2SF1yB8s00UNM/Y0EFZxk=,VIe0/2w3fNebL06shWhPji2SF1yB8s00ENtXC6looeQ=,OK,2017-08-31T17:10:00Z,UuiIeI4+6a4w2V3xx4xXIBtOUNDpdb+M,3.48,1.574,uiKVi076rU7OTdCMeepCiNKTm8AEptqQtqDjEn+/MIw=,2,17288.5,100,91.1,0.452,NA,0.498,27.88,16.13,deciduousForest,WGS84,45.508883,-89.588327,20.2,474.5,0.17,NEON.DOC.001024vD,23,Woody individual,pole pruner,Y,05598,NEON.PLA.D05.STEI.05598,QURU,Quercus rubra L.,Live,NA,NA,NA,NA,NA,7.1,NA,NA,UuiIeI4+6a4w2V3xx4xXIBtOUNDpdb+M,2Li2TmTZ1dmTCu9unJAMhJSXNkcRpdMMg0Aw45oBndk=,0.108,50,0.145,0.704,0.463,0.132,0.116,1216,82.5,5.6,46,64.7,2017-09-02,48,0.1101,20,10.94,2.88,2.6,B,0,VIe0/2w3fNebL06shWhPji2SF1yB8s00xBIgNQqmLME=,UuiIeI4+6a4w2V3xx4xXIBtOUNDpdb+M,2.24,50.54,22.6,0,0,Costech 4010 Elemental Analyzer with Costech Zero Blank Autosampler plus Thermo Finnigan Delta Plus XP with Finnigan Conflo III Interface,vst_STEI_2016,STEI_059,NA,25,6.5,1.2,N,NA,NA,16N,297815.22,5042742.28,297815.3561257292,5042748.7785744425
STEI_053.basePlot.cfc,D05,STEI,tower,VIe0/2w3fNf2pzHj10cnqQF8QtjK6edGrDl/vLip/Pg=,VIe0/2w3fNf2pzHj10cnqQF8QtjK6edGZuWGR4STUZ9ZxDQ7yrc1zA==,OK,2017-08-31T17:24:00Z,UuiIeI4+6a4w2V3xx4xXIBtOUNDpdb+M,3.95,1.715,uiKVi076rU7OTdCMeepCiNKTm8AEptqQtqDjEn+/MIw=,11,20681.7,100,82.9,0.434,NA,0.518,27.17,14.53,deciduousForest,WGS84,45.505662,-89.587395,20.2,472.1,0.26,NEON.DOC.001024vD,39,Woody individual,pole pruner,Y,01338,NEON.PLA.D05.STEI.01338,POTR5,Populus tremuloides Michx.,Live,NA,NA,NA,NA,NA,6.7,NA,NA,UuiIeI4+6a4w2V3xx4xXIBtOUNDpdb+M,2Li2TmTZ1dmTCu9unJAMhJSXNkcRpdMMg0Aw45oBndk=,0.103,50,0.182,0.653,0.866,0.259,0.145,270.7,54.4,7.4,21,250.1,2017-09-02,48,0.1008,20,11.72,3.29,3.18,B,0,VIe0/2w3fNf2pzHj10cnqQF8QtjK6edGfO9oWDQ8A0o=,UuiIeI4+6a4w2V3xx4xXIBtOUNDpdb+M,2.02,50.94,25.2,0,0,Costech 4010 Elemental Analyzer with Costech Zero Blank Autosampler plus Thermo Finnigan Delta Plus XP with Finnigan Conflo III Interface,vst_STEI_2015,STEI_053,NA,41,7.2,348.7,NA,NA,NA,16N,297876.49,5042382.09,297875.07918776147,5042389.150425541
STEI_003.basePlot.cfc,D05,STEI,distributed,VIe0/2w3fNeiYDd1kvOxg66bfSAZVSGo8BLiyROlYQw=,VIe0/2w3fNeiYDd1kvOxg66bfSAZVSGoQbsYg0O1uLKZ9K3dEjA75A==,OK,2017-08-31T07:15:00Z,UuiIeI4+6a4w2V3xx4xXIBtOUNDpdb+M,4.554,1.906,uiKVi076rU7OTdCMeepCiNKTm8AEptqQtqDjEn+/MIw=,10,20469.1,100,93.1,0.418,NA,0.512,24.1,15.99,deciduousForest,WGS84,45.824937,-90.072611,20.2,503.3,0.28,NEON.DOC.001024vD,31,Woody individual,line launcher,Y,03471,NEON.PLA.D05.STEI.03471,POTR5,Populus tremuloides Michx.,Live,NA,NA,NA,NA,NA,16,NA,NA,UuiIeI4+6a4w2V3xx4xXIBtOUNDpdb+M,2Li2TmTZ1dmTCu9unJAMhJSXNkcRpdMMg0Aw45oBndk=,0.107,50,0.196,1.101,0.82,0.224,0.162,212.5,54,15.4,35.6,306.8,2017-09-02,48,0.1186,20,12.08,3.11,2.97,B,0,VIe0/2w3fNeiYDd1kvOxg66bfSAZVSGoQKGFQ+A/JNc=,UuiIeI4+6a4w2V3xx4xXIBtOUNDpdb+M,2.49,50.3,20.2,0,0,Costech 4010 Elemental Analyzer with Costech Zero Blank Autosampler plus Thermo Finnigan Delta Plus XP with Finnigan Conflo III Interface,vst_STEI_2015,STEI_003,NA,31,9.1,12.1,N,NA,NA,16N,261334.57,5079189.07,261336.47752892243,5079197.967827455
STEI_003.basePlot.cfc,D05,STEI,distributed,VIe0/2w3fNdC6482kBzsU+ZXDvTcBmXpcxcMuwwiLjc=,VIe0/2w3fNdC6482kBzsU+ZXDvTcBmXpU/nMP4F4X/25vv5ftXh9Zg==,OK,2017-08-31T07:22:00Z,UuiIeI4+6a4w2V3xx4xXIBtOUNDpdb+M,3.35,1.548,uiKVi076rU7OTdCMeepCiNKTm8AEptqQtqDjEn+/MIw=,5,22038.7,100,70.2,0.462,NA,0.502,15.52,13.17,deciduousForest,WGS84,45.824937,-90.072611,20.2,503.3,0.28,NEON.DOC.001024vD,41,Woody individual,line launcher,Y,03444,NEON.PLA.D05.STEI.03444,ACSA3,Acer saccharum Marshall,Live,NA,NA,NA,NA,NA,14,NA,NA,UuiIeI4+6a4w2V3xx4xXIBtOUNDpdb+M,2Li2TmTZ1dmTCu9unJAMhJSXNkcRpdMMg0Aw45oBndk=,0.106,50,0.219,0.488,0.877,0.183,0.106,1219.4,56.5,6.3,41.1,34.7,2017-09-02,48,0.1011,20,6.28,1.88,2.03,B,0,VIe0/2w3fNdC6482kBzsU+ZXDvTcBmXpYNF3ESSRZmw=,UuiIeI4+6a4w2V3xx4xXIBtOUNDpdb+M,1.51,49.67,32.8,0,0,Costech 4010 Elemental Analyzer with Costech Zero Blank Autosampler plus Thermo Finnigan Delta Plus XP with Finnigan Conflo III Interface,vst_STEI_2015,STEI_003,NA,51,4.7,201.1,N,NA,NA,16N,261334.57,5079189.07,261332.87801500183,5079184.6851183865
STEI_006.basePlot.cfc,D05,STEI,distributed,VIe0/2w3fNfxmlWt9NRGm4zZmHkOrqOnv3sKGslRn+s=,VIe0/2w3fNfxmlWt9NRGm4zZmHkOrqOnCTbj+Q5RbXONtOUMe9mTIQ==,OK,2017-08-31T07:50:00Z,UuiIeI4+6a4w2V3xx4xXIBtOUNDpdb+M,3.679,1.68,uiKVi076rU7OTdCMeepCiNKTm8AEptqQtqDjEn+/MIw=,8,20042.1,100,83.8,0.457,NA,0.51,21.08,15.08,deciduousForest,WGS84,45.817469,-90.078389,20.3,504.7,0.43,NEON.DOC.001024vD,40,Woody individual,line launcher,Y,03752,NEON.PLA.D05.STEI.03752,POTR5,Populus tremuloides Michx.,Live,NA,NA,NA,NA,NA,17.6,NA,NA,UuiIeI4+6a4w2V3xx4xXIBtOUNDpdb+M,2Li2TmTZ1dmTCu9unJAMhJSXNkcRpdMMg0Aw45oBndk=,0.102,50,0.183,0.642,0.862,0.238,0.1,177.9,126.1,9.9,18.6,158.9,2017-09-02,48,0.0958,20,5.26,1.38,1.37,B,0,VIe0/2w3fNfxmlWt9NRGm4zZmHkOrqOnPMiuBBbjAQ4=,UuiIeI4+6a4w2V3xx4xXIBtOUNDpdb+M,2.54,50.57,19.9,0,0,Costech 4010 Elemental Analyzer with Costech Zero Blank Autosampler plus Thermo Finnigan Delta Plus XP with Finnigan Conflo III Interface,vst_STEI_2015,STEI_006,NA,49,10.1,114.2,N,NA,NA,16N,260853.77,5078376.68,260862.98241317333,5078372.539777358
STEI_006.basePlot.cfc,D05,STEI,distributed,VIe0/2w3fNfxmlWt9NRGm4zZmHkOrqOnv3sKGslRn+s=,VIe0/2w3fNfxmlWt9NRGm4zZmHkOrqOnCTbj+Q5RbXONtOUMe9mTIQ==,OK,2017-08-31T07:50:00Z,UuiIeI4+6a4w2V3xx4xXIBtOUNDpdb+M,3.679,1.68,uiKVi076rU7OTdCMeepCiNKTm8AEptqQtqDjEn+/MIw=,8,20042.1,100,83.8,0.457,NA,0.51,21.08,15.08,deciduousForest,WGS84,45.817469,-90.078389,20.3,504.7,0.43,NEON.DOC.001024vD,40,Woody individual,line launcher,Y,03752,NEON.PLA.D05.STEI.03752,POTR5,Populus tremuloides Michx.,Live,NA,NA,NA,NA,NA,17.6,NA,NA,UuiIeI4+6a4w2V3xx4xXIBtOUNDpdb+M,2Li2TmTZ1dmTCu9unJAMhJSXNkcRpdMMg0Aw45oBndk=,0.102,50,0.183,0.642,0.862,0.238,0.1,177.9,126.1,9.9,18.6,158.9,2017-09-02,48,0.0958,20,5.26,1.38,1.37,B,0,VIe0/2w3fNfxmlWt9NRGm4zZmHkOrqOnPMiuBBbjAQ4=,UuiIeI4+6a4w2V3xx4xXIBtOUNDpdb+M,2.54,50.5,19.9,0,0,Costech 4010 Elemental Analyzer with Costech Zero Blank Autosampler plus Thermo Finnigan Delta Plus XP with Finnigan Conflo III Interface,vst_STEI_2015,STEI_006,NA,49,10.1,114.2,N,NA,NA,16N,260853.77,5078376.68,260862.98241317333,5078372.539777358
STEI_006.basePlot.cfc,D05,STEI,distributed,VIe0/2w3fNd94NzJ1ldmPvO/rfvxTdRR90xtbj4w4Go=,VIe0/2w3fNd94NzJ1ldmPvO/rfvxTdRRkY528M1aOiE=,OK,2017-08-31T08:10:00Z,UuiIeI4+6a4w2V3xx4xXIBtOUNDpdb+M,3.632,1.407,uiKVi076rU7OTdCMeepCiNKTm8AEptqQtqDjEn+/MIw=,7,23935.7,100,58.8,0.387,NA,0.513,25.27,12.94,deciduousForest,WGS84,45.817469,-90.078389,20.3,504.7,0.43,NEON.DOC.001024vD,32,Woody individual,line launcher,Y,03709,NEON.PLA.D05.STEI.03709,BEPA,Betula papyrifera Marshall,Live,NA,NA,NA,NA,NA,11.8,NA,NA,UuiIeI4+6a4w2V3xx4xXIBtOUNDpdb+M,2Li2TmTZ1dmTCu9unJAMhJSXNkcRpdMMg0Aw45oBndk=,0.108,50,0.172,0.863,0.675,0.283,0.094,875.1,99.2,8.9,37.4,263,2017-09-02,48,0.1024,20,13.54,4.09,3.18,B,0,VIe0/2w3fNd94NzJ1ldmPvO/rfvxTdRRtJ0eunwhd5M=,UuiIeI4+6a4w2V3xx4xXIBtOUNDpdb+M,2.11,49.55,23.5,0,0,Costech 4010 Elemental Analyzer with Costech Zero Blank Autosampler plus Thermo Finnigan Delta Plus XP with Finnigan Conflo III Interface,vst_STEI_2015,STEI_006,NA,33,12.6,312.8,N,NA,NA,16N,260853.77,5078376.68,260844.52500370724,5078385.240960433
STEI_006.basePlot.cfc,D05,STEI,distributed,VIe0/2w3fNdw57HdUJ7YL8y6o5N9MN7OHNdhjlaZOp0=,VIe0/2w3fNdw57HdUJ7YL8y6o5N9MN7O03n6KiZMYdk=,OK,2017-08-31T20:00:00Z,UuiIeI4+6a4w2V3xx4xXIBtOUNDpdb+M,2.815,1.21,uiKVi076rU7OTdCMeepCiNKTm8AEptqQtqDjEn+/MIw=,6,25821.1,100,46.9,0.43,NA,0.501,23.52,22.55,deciduousForest,WGS84,45.817469,-90.078389,20.3,504.7,0.43,NEON.DOC.001024vD,32,Woody individual,line launcher,Y,03705,NEON.PLA.D05.STEI.03705,FRPE,Fraxinus pennsylvanica Marshall,Live,NA,NA,NA,NA,NA,12.3,NA,NA,UuiIeI4+6a4w2V3xx4xXIBtOUNDpdb+M,2Li2TmTZ1dmTCu9unJAMhJSXNkcRpdMMg0Aw45oBndk=,0.104,50,0.153,0.824,0.71,0.231,0.107,95.4,99.3,20.3,39.4,21.6,2017-09-02,48,0.0829,20,14.96,5.11,3.11,B,0,VIe0/2w3fNdw57HdUJ7YL8y6o5N9MN7O7bxhNVqAm4A=,UuiIeI4+6a4w2V3xx4xXIBtOUNDpdb+M,2.18,49.49,22.7,0,0,Costech 4010 Elemental Analyzer with Costech Zero Blank Autosampler plus Thermo Finnigan Delta Plus XP with Finnigan Conflo III Interface,vst_STEI_2015,STEI_006,NA,33,8,290.7,N,NA,NA,16N,260853.77,5078376.68,260846.28644775334,5078379.50779875
STEI_006.basePlot.cfc,D05,STEI,distributed,VIe0/2w3fNdw57HdUJ7YL8y6o5N9MN7OHNdhjlaZOp0=,VIe0/2w3fNdw57HdUJ7YL8y6o5N9MN7O03n6KiZMYdk=,OK,2017-08-31T20:00:00Z,UuiIeI4+6a4w2V3xx4xXIBtOUNDpdb+M,2.815,1.21,uiKVi076rU7OTdCMeepCiNKTm8AEptqQtqDjEn+/MIw=,6,25821.1,100,46.9,0.43,NA,0.501,23.52,22.55,deciduousForest,WGS84,45.817469,-90.078389,20.3,504.7,0.43,NEON.DOC.001024vD,32,Woody individual,line launcher,Y,03705,NEON.PLA.D05.STEI.03705,FRPE,Fraxinus pennsylvanica Marshall,Live,NA,NA,NA,NA,NA,12.3,NA,NA,UuiIeI4+6a4w2V3xx4xXIBtOUNDpdb+M,2Li2TmTZ1dmTCu9unJAMhJSXNkcRpdMMg0Aw45oBndk=,0.105,50,0.159,0.851,0.75,0.238,0.105,101.1,107.7,20.5,40.3,20.1,2017-09-02,48,0.0829,20,14.96,5.11,3.11,B,0,VIe0/2w3fNdw57HdUJ7YL8y6o5N9MN7O7bxhNVqAm4A=,UuiIeI4+6a4w2V3xx4xXIBtOUNDpdb+M,2.18,49.49,22.7,0,0,Costech 4010 Elemental Analyzer with Costech Zero Blank Autosampler plus Thermo Finnigan Delta Plus XP with Finnigan Conflo III Interface,vst_STEI_2015,STEI_006,NA,33,8,290.7,N,NA,NA,16N,260853.77,5078376.68,260846.28644775334,5078379.50779875
STEI_004.basePlot.cfc,D05,STEI,distributed,VIe0/2w3fNfkpyROGrcCGN/B52ltoaK5OoK0qtPoR2o=,VIe0/2w3fNfkpyROGrcCGN/B52ltoaK5Lxm5ny62KhiwLXBHeH+YtA==,OK,2017-08-31T07:35:00Z,UuiIeI4+6a4w2V3xx4xXIBtOUNDpdb+M,3.48,1.679,uiKVi076rU7OTdCMeepCiNKTm8AEptqQtqDjEn+/MIw=,7,19339,100,86.8,0.483,NA,0.515,19.87,13.73,deciduousForest,WGS84,45.797893,-90.064147,20.2,510.2,0.28,NEON.DOC.001024vD,32,Woody individual,line launcher,Y,05482,NEON.PLA.D05.STEI.05482,POGR4,Populus grandidentata Michx.,Live,NA,NA,NA,NA,NA,17.3,NA,NA,UuiIeI4+6a4w2V3xx4xXIBtOUNDpdb+M,2Li2TmTZ1dmTCu9unJAMhJSXNkcRpdMMg0Aw45oBndk=,0.107,50,0.218,0.899,0.795,0.16,0.076,179.1,65.3,12.7,23.2,162.6,2017-09-02,48,0.0894,20,9.18,2.63,2.53,B,0,VIe0/2w3fNfkpyROGrcCGN/B52ltoaK5UAAra952qPo=,UuiIeI4+6a4w2V3xx4xXIBtOUNDpdb+M,2.51,51.78,20.7,0,0,Costech 4010 Elemental Analyzer with Costech Zero Blank Autosampler plus Thermo Finnigan Delta Plus XP with Finnigan Conflo III Interface,vst_STEI_2015,STEI_004,NA,33,5.8,287.8,N,NA,NA,16N,261876.67,5076159.24,261871.1476495221,5076161.013032769
STEI_004.basePlot.cfc,D05,STEI,distributed,VIe0/2w3fNdOqIczM0wx5vfpcF4tFLybGsHm0906xWk=,VIe0/2w3fNdOqIczM0wx5vfpcF4tFLybPb747WkoK4Y=,OK,2017-08-31T07:40:00Z,UuiIeI4+6a4w2V3xx4xXIBtOUNDpdb+M,3.415,1.498,uiKVi076rU7OTdCMeepCiNKTm8AEptqQtqDjEn+/MIw=,8,21489.8,100,69.7,0.439,NA,0.517,11.99,23.6,deciduousForest,WGS84,45.797893,-90.064147,20.2,510.2,0.28,NEON.DOC.001024vD,31,Woody individual,line launcher,Y,05483,NEON.PLA.D05.STEI.05483,FRPE,Fraxinus pennsylvanica Marshall,Live,NA,NA,NA,NA,NA,13.8,NA,NA,UuiIeI4+6a4w2V3xx4xXIBtOUNDpdb+M,2Li2TmTZ1dmTCu9unJAMhJSXNkcRpdMMg0Aw45oBndk=,0.108,50,0.198,0.787,1.336,0.417,0.072,78.5,55.8,18.4,41.9,23,2017-08-31,48,0.066,20,7.81,2.47,2.24,C,0,VIe0/2w3fNdOqIczM0wx5vfpcF4tFLyb0McmYmjiG38=,UuiIeI4+6a4w2V3xx4xXIBtOUNDpdb+M,2.07,46.54,22.5,0,0,Costech 4010 Elemental Analyzer with Costech Zero Blank Autosampler plus Thermo Finnigan Delta Plus XP with Finnigan Conflo III Interface,vst_STEI_2015,STEI_004,NA,31,5.9,72,N,NA,NA,16N,261876.67,5076159.24,261882.28123344615,5076161.063200267
STEI_004.basePlot.cfc,D05,STEI,distributed,VIe0/2w3fNfkpyROGrcCGPtCR19whAUEbHnv++zRu/I=,VIe0/2w3fNfkpyROGrcCGPtCR19whAUEXr3jXjv0ufeooDeXrW8F7A==,OK,2017-08-31T07:45:00Z,UuiIeI4+6a4w2V3xx4xXIBtOUNDpdb+M,3.733,1.826,uiKVi076rU7OTdCMeepCiNKTm8AEptqQtqDjEn+/MIw=,9,21381.2,100,85.4,0.489,NA,0.518,26.69,13.53,deciduousForest,WGS84,45.797893,-90.064147,20.2,510.2,0.28,NEON.DOC.001024vD,32,Woody individual,line launcher,Y,05479,NEON.PLA.D05.STEI.05479,POGR4,Populus grandidentata Michx.,Live,NA,NA,NA,NA,NA,17.2,NA,NA,UuiIeI4+6a4w2V3xx4xXIBtOUNDpdb+M,2Li2TmTZ1dmTCu9unJAMhJSXNkcRpdMMg0Aw45oBndk=,0.109,50,0.209,0.84,1.122,0.162,0.079,232,55.6,10.9,19.2,193.1,2017-09-02,48,0.1005,20,8.39,2.65,2.05,B,0,VIe0/2w3fNfkpyROGrcCGPtCR19whAUE/ZGGCLcCmzw=,UuiIeI4+6a4w2V3xx4xXIBtOUNDpdb+M,2.43,50.04,20.6,0,0,Costech 4010 Elemental Analyzer with Costech Zero Blank Autosampler plus Thermo Finnigan Delta Plus XP with Finnigan Conflo III Interface,vst_STEI_2015,STEI_004,NA,33,9.9,316.6,N,NA,NA,16N,261876.67,5076159.24,261869.86783364305,5076166.433089243
STEI_002.basePlot.cfc,D05,STEI,distributed,VIe0/2w3fNcn3zJhSf83pVhdTs3/Fuw0wCSb+sp0z98=,VIe0/2w3fNcn3zJhSf83pVhdTs3/Fuw0kZTWR4V97AOe0PUFHwkOwg==,OK,2017-08-31T06:58:00Z,UuiIeI4+6a4w2V3xx4xXIBtOUNDpdb+M,2.56,1.12,uiKVi076rU7OTdCMeepCiNKTm8AEptqQtqDjEn+/MIw=,9,16789.8,100,66.7,0.438,NA,0.515,14.78,13.42,deciduousForest,WGS84,45.797373,-90.092311,20.3,522.3,0.41,NEON.DOC.001024vD,41,Woody individual,line launcher,Y,02177,NEON.PLA.D05.STEI.02177,ACSA3,Acer saccharum Marshall,Live,NA,NA,NA,NA,NA,15,NA,NA,UuiIeI4+6a4w2V3xx4xXIBtOUNDpdb+M,2Li2TmTZ1dmTCu9unJAMhJSXNkcRpdMMg0Aw45oBndk=,0.103,50,0.161,0.677,1.084,0.199,0.099,940.7,79.2,8.6,41.1,33.7,2017-09-02,48,0.107,20,10.5,3.02,2.81,B,0,VIe0/2w3fNcn3zJhSf83pVhdTs3/Fuw0ig1ho60tdRg=,UuiIeI4+6a4w2V3xx4xXIBtOUNDpdb+M,1.79,48.03,26.9,0,0,Costech 4010 Elemental Analyzer with Costech Zero Blank Autosampler plus Thermo Finnigan Delta Plus XP with Finnigan Conflo III Interface,vst_STEI_2015,STEI_002,NA,51,9.5,227.7,N,NA,NA,16N,259685.78,5076185.84,259678.7535045977,5076179.446381122
STEI_002.basePlot.cfc,D05,STEI,distributed,VIe0/2w3fNf39i0uHMFdmaeaCqh5sYXhZumlpdA2UH4=,VIe0/2w3fNf39i0uHMFdmaeaCqh5sYXh9Ain58FgDfA=,OK,2017-08-31T07:05:00Z,UuiIeI4+6a4w2V3xx4xXIBtOUNDpdb+M,1.809,0.809,uiKVi076rU7OTdCMeepCiNKTm8AEptqQtqDjEn+/MIw=,6,25663.7,100,31.5,0.447,NA,0.525,23.74,24.18,deciduousForest,WGS84,45.797373,-90.092311,20.3,522.3,0.41,NEON.DOC.001024vD,31,Woody individual,line launcher,Y,02103,NEON.PLA.D05.STEI.02103,OSVI,Ostrya virginiana (Mill.) K. Koch,Live,NA,NA,NA,NA,NA,10.2,NA,NA,UuiIeI4+6a4w2V3xx4xXIBtOUNDpdb+M,2Li2TmTZ1dmTCu9unJAMhJSXNkcRpdMMg0Aw45oBndk=,0.107,50,0.187,0.706,1.63,0.345,0.098,1350.6,82.5,8.8,29,25.5,2017-08-31,48,0.0676,20,13.51,4.74,3.08,C,0,VIe0/2w3fNf39i0uHMFdmaeaCqh5sYXhYex/zFOOe6Q=,UuiIeI4+6a4w2V3xx4xXIBtOUNDpdb+M,2.48,47.34,19.1,0,0,Costech 4010 Elemental Analyzer with Costech Zero Blank Autosampler plus Thermo Finnigan Delta Plus XP with Finnigan Conflo III Interface,vst_STEI_2015,STEI_002,NA,31,11.7,62,N,NA,NA,16N,259685.78,5076185.84,259696.11048683643,5076191.332817284
STEI_002.basePlot.cfc,D05,STEI,distributed,VIe0/2w3fNcn3zJhSf83pVVxpG6jk1EcOoeAHmkKomg=,VIe0/2w3fNcn3zJhSf83pVVxpG6jk1EcCLwqZZMBBPwj6ZUJ4CCfLg==,OK,2017-08-31T07:10:00Z,UuiIeI4+6a4w2V3xx4xXIBtOUNDpdb+M,3.121,1.343,uiKVi076rU7OTdCMeepCiNKTm8AEptqQtqDjEn+/MIw=,5,21461.9,100,62.6,0.43,NA,0.54,14.37,16.95,deciduousForest,WGS84,45.797373,-90.092311,20.3,522.3,0.41,NEON.DOC.001024vD,40,Woody individual,line launcher,Y,02111,NEON.PLA.D05.STEI.02111,ACSA3,Acer saccharum Marshall,Live,NA,NA,NA,NA,NA,17.3,NA,NA,UuiIeI4+6a4w2V3xx4xXIBtOUNDpdb+M,2Li2TmTZ1dmTCu9unJAMhJSXNkcRpdMMg0Aw45oBndk=,0.104,50,0.003,0.753,0.896,0.16,0.101,798.9,61.1,5.8,1.1,42.1,2017-09-02,48,0.104,20,11.41,3.53,3.02,B,0,VIe0/2w3fNcn3zJhSf83pVVxpG6jk1EcX3B3kbxsubs=,UuiIeI4+6a4w2V3xx4xXIBtOUNDpdb+M,1.79,48.45,27.1,0,0,Costech 4010 Elemental Analyzer with Costech Zero Blank Autosampler plus Thermo Finnigan Delta Plus XP with Finnigan Conflo III Interface,vst_STEI_2015,STEI_002,NA,49,5.7,153.4,N,NA,NA,16N,259685.78,5076185.84,259688.33222680067,5076180.74332085
STEI_001.basePlot.cfc,D05,STEI,distributed,VIe0/2w3fNdp78ByyJA8EAivT6mVK4BIvRLpY5y8l9c=,VIe0/2w3fNdp78ByyJA8EAivT6mVK4BIA2dV1UGbW9aXwb6urPo4TQ==,OK,2017-08-31T17:00:00Z,UuiIeI4+6a4w2V3xx4xXIBtOUNDpdb+M,3.61,1.848,uiKVi076rU7OTdCMeepCiNKTm8AEptqQtqDjEn+/MIw=,7,19997,100,92.4,0.512,NA,0.55,14.63,13.58,deciduousForest,WGS84,45.812246,-90.092743,20.2,505.9,0.4,NEON.DOC.001024vD,31,Woody individual,line launcher,Y,02147,NEON.PLA.D05.STEI.02147,ACSA3,Acer saccharum Marshall,Live,NA,NA,NA,NA,NA,17.4,NA,NA,UuiIeI4+6a4w2V3xx4xXIBtOUNDpdb+M,2Li2TmTZ1dmTCu9unJAMhJSXNkcRpdMMg0Aw45oBndk=,0.103,50,0.17,0.594,1.149,0.233,0.063,361,52.7,4.2,31.4,30.8,2017-09-02,48,0.1432,20,6.1,1.67,2.21,B,0,VIe0/2w3fNdp78ByyJA8EAivT6mVK4BI+lGZB6TKqMs=,UuiIeI4+6a4w2V3xx4xXIBtOUNDpdb+M,1.61,48.35,30,0,0,Costech 4010 Elemental Analyzer with Costech Zero Blank Autosampler plus Thermo Finnigan Delta Plus XP with Finnigan Conflo III Interface,vst_STEI_2015,STEI_001,NA,31,6.6,16.9,N,NA,NA,16N,259716.22,5077839.51,259718.13863447774,5077845.824969655
